id_pedido,data_deposito,titulo,ipc,url,resumo,classifica_ipc,titulo_english,match_top_10_title,kind_effect,task,object,physical_effect,derived_from,titulo_lemmatized,match_top_10_vec_distance_tasks
BR 11 2021 016954 7,27/02/2020,"MÉTODOS PARA REDUZIR A QUANTIDADE DE LACTOSE OU AÇÚCAR EM UM SUBSTRATO À BASE DE LEITE, PARA PRODUÇÃO DE UM PRODUTO LÁCTEO SEM LACTOSE, PARA EXPRESSAR UMA ENZIMA, PREPARAÇÃO DE ENZIMA E SEU USO, MOLÉCULA DE ÁCIDO NUCLEICO, VETOR DE EXPRESSÃO, HOSPEDEIRO DE EXPRESSÃO BACTERIANO, SEU USO E PRODUTO LÁCTEO COMPREENDENDO O MESMO E ENZIMA QUE TEM ATIVIDADE DE LACTASE NEUTRA",A23C 9/127,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624682&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"MÉTODO PARA REDUZIR LACTOSE EM TEMPERATURAS ALTAS. A presente invenção refere-se a um método para reduzir a quantidade de lactose em um substrato à base de leite que contém lactose, sendo que o dito método é compreende colocar o dito substrato em contato com uma enzima que tem atividade de lactase neutra a uma temperatura superior a cerca de 50°C, e em que a dita lactase reduz a quantidade de lactose no dito substrato em pelo menos cerca de 70%.",  A23C 9/127 ;  A61K 31/7016 ;  C12N 9/38 ;  A23L 5/20 ;  C12P 19/12 ;  C12P 19/14,"Methods to reduce the amount of lactose or sugar in a dairy-based substrat, to produce a dairy product without lactose, to express an enzyme, enzyme preparation and its use, nucleic acid molecule, expression vector, bacterial expression host, its use and dairy product comprising the same and enzyme that has the activity of lactase neutra","{'Produce', 'Break Down', 'Move', 'Prevents'}",,Hidrólisar,Lactose,Quebra da ligação glicosídica,"O/a ""Produzir"" atua no/na Líquido para produzir um/uma Enzima.",metodo reduzir quantidade lactose acucar substrato base leite producao produto lacteo lactose expressar enzima preparacao enzima uso molecula acido nucleico vetor expressao hospedeiro expressao bacteriano uso produto lacteo compreender enzima atividade lactase neutro,{'prevenir'}
BR 11 2021 014253 3,24/02/2020,PROCESSO PARA A INTRODUÇÃO DE UMA PLURALIDADE DE PERFURAÇÕES EM UM LAMINADO E LAMINADO PERFURADO,A61F 13/02,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619690&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"PROCESSO PARA A INTRODUÇÃO DE UMA PLURALIDADE DE PERFURAÇÕES EM UM LAMINADO. A presente invenção se refere a um processo para a introdução de perfurações em um laminado que compreende um gel de silicone. O processo de acordo com a presente invenção, em particular, compreende as seguintes etapas: (iii) colocar um arranjo de elementos de perfuração em contato com uma camada deformável de um laminado que compreende pelo menos uma camada de substrato, uma camada que compreende um gel de silicone e um camada deformável, em que a referida camada deformável cobre a referida camada compreendendo gel de silicone; (iv) aplicar energia ultrassônica ao referido laminado a fim de introduzir simultaneamente uma pluralidade de perfurações no referido laminado, enquanto fornece porções deformadas na referida camada deformável, em que as referidas porções deformadas penetram na pluralidade de perfurações no referido laminado ; (v) depois de ter introduzido a referida pluralidade de perfurações no referido laminado, isto é, após a etapa (iv), manter a referida camada deformável em contato com a referida camada compreendendo gel de silicone, de modo que as referidas porções deformadas permaneçam penetrando na referida pluralidade de perfurações, por pelo menos 12 horas, preferencialmente pelo menos 24 horas, ainda mais preferencialmente pelo menos 36 horas, ainda mais preferencialmente pelo menos 48 horas.",  A61F 13/02 ;  B23K 20/10 ;  B26F 1/24 ;  B26D 7/08 ;  B29C 65/08 ;  B32B 3/26 ;  B32B 27/08 ;  B32B 27/28 ;  B32B 27/30 ;  B32B 27/32 ;  B32B 27/34 ;  B32B 27/36 ;  B32B 27/40,Process for the introduction of a variety of perforations in a perforated and perforated laminate,"{'Produce', 'Move', 'Break Down', 'Change Phase', 'Separate', 'Hold'}",,Perfurar,Laminado com gel de silicone,Deformação localizada,"O/a ""Proteger"" atua no/na Sólido dividido para produzir um/uma Laminação.",processo introducao pluralidade perfuracao laminado laminar perfurar,{'preservar'}
BR 10 2020 001563 0,24/01/2020,MEIO PARA CULTURA DE TECIDOS VEGETAIS,A01G 24/22,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1548632&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção apresenta a composição de um meio para o cultivo de tecidos vegetais. A água de maceração de milho é usada para compor a base do meio de cultura, o qual é suplementado ainda com sacarose, fosfato de potássio e com os reguladores de crescimento vegetal6-benzilaminopurina e ácido-naftaleno acético. Opcionalmente esse meio pode ser suplementado ainda com os sais cloreto de cálcio, sulfato de magnésio, sulfato de manganês, sulfato de zinco e molibdato de sódio, além do ácido bórico.O pH pode ser ajustado de 5,5 a 6,0 e o meio pode ser usado na forma líquida, solidificada com ágar ou também com goma gelana. A grande vantagem desse meio de cultura é a sua eficiência em estimular a produção de metabólitos secundáriosaliada ao seu baixo custo. Pode ser usado para micropropagação, embriogênese somática e produção de metabólitos secundários, enfim para qualquer aplicação envolvendo a cultura de tecidos vegetais.",  A01G 24/22 ;  C12N 5/04 ;  A01H 4/00,The culture of vegetable tissues,"{'Move', 'Break Down', 'Change Phase', 'Accumulate', 'Separate', 'Hold', 'Dry', 'Extract', 'Protect'}",,Cultivar,Tecido vegetal,Estimulação do crescimento celular,O/a Obter atua no/na Nanocelulose para produzir um/uma Desagregação mecânica de fibras vegetais.,cultura tecido vegetal,{'preservar'}
BR 10 2020 002214 8,31/01/2020,"PRODUTO COSMÉTICO UTILIZANDO MANTEIGA DE CUPUÍ, CORANTE NATURAL DE URUCUM E ESSÊNCIA DE CRAVO-DA-ÍNDIA",A61K 8/92,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1551366&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". O desenvolvimento de produtos cosméticos advindos de matérias primas naturais vem atraindo cada vez mais consumidores, devido às propriedades exóticas e os estudos já empregados que mostram o grande potencial cosmético. A análise dos óleos extraídos das sementes dessa fruta torna-se interessante devido suas características próximas ao Cupuaçu (Theobroma grandiflorum), onde foi verificado que a espécie possui potencial alimentício, cosmético e farmacológico. Fazendo-se então necessário o estudo dos métodos de extração empregados, visando manter as propriedades da gordura extraída. Visto que é um fruto pouco estudado e até o presente momento não foram encontrados dados sobre a composição oleoquímica do Cupuí (T. subicanum). Este trabalho tem como objetivo a produção de batom, à base de componentes naturais, utilizando-se a manteiga de Cupuí, corante de urucum, além dos outros constituintes comuns à sua formulação, buscando uma formulação livre de aditivos químicos, usando óleos e ceras de origem natural na substituição desses aditivos e conservantes, buscando um produto final de boa qualidade.",  A61K 8/92 ;  A61Q 1/06,"Cosmetic product using CUPUI, URUCUM NATURAL CORANT and CRAVO-DA-INDIAN Essence","{'Produce', 'Remove', 'Break Down', 'Concentrate', 'Change Phase', 'Separate', 'Detect', 'Extract'}",,Formular,Batom,Mistura homogênea de componentes naturais,O/a Adicionar atua no/na Extrato hidrossolúvel em pó da castanha de caju para produzir um/uma Enriquecimento nutricional.,produto cosmetico utilizar manteiga cupui corante natural urucum essencia cravodaindia,"{'incorporar', 'comprimir'}"
BR 11 2022 013334 0,17/01/2020,DISPOSITIVO DE COMUNICAÇÃO,H04W 16/26,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1668300&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Um dispositivo de comunicação constitui um nó de gerenciamento que gerencia pelo menos uma dentre uma primeira estação base e uma segunda estação base providas em fronthaul. O dispositivo de comunicação inclui uma unidade de aquisição que adquire um perfil de atraso da segunda estação base, uma unidade de controle que determina um parâmetro de janela usado para especificar pelo menos uma dentre uma janela de Recepção e uma janela de Transmissão usada na primeira estação base com base no perfil de atraso da segunda estação base e um parâmetro de atraso definido pelo fronthaul, e uma unidade de notificação que notifica a primeira estação base do parâmetro de janela.",  H04W 16/26 ;  H04W 56/00,Communication device,"{'Remove', 'Prevents', 'Change Phase', 'Separate', 'Removes', 'Detect', 'Rotate'}",,Gerenciar,Estação base,Sincronização de tempo,O/a Transmitir atua no/na Informação de confirmação para produzir um/uma Comunicação sem fio.,dispositivo comunicacao,{'comprimir'}
BR 11 2021 014641 5,06/02/2020,MÉTODO E ARRANJO PARA DISSOLVER AMIDO,C08B 30/14,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1620350&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"MÉTODO PARA DISSOLVER AMIDO. A presente invenção refere-se a um método e um arranjo para dissolver amido. Especificamente, a presente invenção refere-se a um método para dissolver amido, introduzindo uma força mecânica, pelo menos parcialmente, para gelatinizar amido aquoso.",  C08B 30/14 ;  C08L 3/02 ;  D21H 17/28,Method and method for dissolving amid,"{'Break Down', 'Change Phase', 'Dilute', 'Removes', 'Evaporate', 'Detect', 'Melt'}",,Dissolver,Amido,Gelatinização,"O/a ""Desmembrar"" atua no/na Líquido para produzir um/uma Solvatação.",metodo arranjo dissolver amido,{'diluir'}
BR 10 2020 000487 5,09/01/2020,COMPOSIÇÕES ECTOPARASITICIDAS À BASE DE LITHRAEA BRASILIENSIS E USO,A01N 65/08,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1543169&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção refere-se a composições ectoparasiticidas, contendo extrato etanólico de Lithraea brasiliensis como constituinte único ou misturado com outros compostos ectoparasiticidas, ou isoladamente o Urushiol II, que é um de seus componentes majoritários. Tais composições apresentam atividade ectoparasiticida comprovada a partir de resultados obtidos de ensaios biológicos e sem aparente toxicidade para organismos não-alvo, podendo ser utilizadas no combate, controle e repelência de insetos ectoparasitas como pulgas, piolhos e principalmente carrapatos, seja por aplicações em vertebrados terrestres ou ambientes peridomociliares. As composições serão utilizadas pelo setor veterinário para a produção de agentes ecotoparasiticidas.",  A01N 65/08 ;  A01P 7/04,Ectoparasitic compounds based on Brazilian liter and use,"{'Produce', 'Freeze', 'Deposit', 'Remove', 'Break Down', 'Change Phase', 'Accumulate', 'Melt', 'Absorb', 'Join'}",,Eliminar,Ectoparasita,Ação biocida,"O/a ""Extrair"" atua no/na Sólido dividido para produzir um/uma Efeito castanha-do-brasil.",composicao ectoparasiticir base lithraea Brasiliensis uso,{'produzir'}
BR 11 2021 015967 3,28/02/2020,MÉTODO DE INIBIÇÃO OU REDUÇÃO DE BIOFILME EM UM PROCESSO DE PRODUÇÃO DE PETRÓLEO,A01N 43/78,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1622872&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção refere-se genericamente a métodos de controle de biofilme, por exemplo, biofilme compreendendo microorganismos tais como bactérias, cujos métodos inibem a formação de, e/ou reduzem a quantidade de biofilme sobre uma superfície de produção de petróleo, através de contato de superfície e/ou o biofilme com um fluido de campo de petróleo compreendendo pelo menos um composto que controla ou inibe a formação de, e/ou reduz a quantidade de biofilme.",  A01N 43/78 ;  A01N 59/00 ;  A01P 1/00 ;  C09K 8/52 ;  C09K 8/524,Method of initiation or reduction of biofilm in a process of oil production,"{'Produce', 'Break Down', 'Change Phase', 'Separate', 'Hold', 'Dry'}",,Inibir,Biofilme,Redução da adesão microbiana,"O/a ""Remover"" atua no/na Líquido para produzir um/uma Liofilização.",metodo inibicao reducao biofilme processo producao petroleo,{'orientar'}
BR 11 2021 013815 3,14/01/2020,DISPOSITIVO DE DETECÇÃO DE PRESSÃO PARA UM DISPOSITIVO DE MEDIÇÃO PARA MEDIR UM VALOR DE ESTADO DE PRESSÃO DE UMA AMOSTRA DE PLANTA E MÉTODO DE FABRICAÇÃO DE UM DISPOSITIVO DE DETECÇÃO DE PRESSÃO,A01G 7/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1618880&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Um método para produzir um dispositivo de detecção de pressão (1) para um dispositivo de medição (100) para medir um valor de estado de pressão de uma amostra de planta (P) compreende a montagem de um dispositivo sensor (20) para detectar o valor de estado de pressão em um substrato de transporte ( 10), fixando uma estrutura (30) ao substrato de suporte (10), em que a estrutura (30) apresenta uma superfície de fixação (31), uma superfície de contato (32) orientada em sentido oposto à superfície de fixação (31) e uma superfície interna (33) que define uma abertura (34) e se estende entre a superfície de fixação (31) e a superfície de contato (32), em que a estrutura (30) está disposta no substrato de suporte (10) de tal forma que a superfície de fixação (31) fica de frente para o substrato de suporte (10) e a superfície interna (33) envolve o dispositivo sensor (20), e a abertura (34) da estrutura (30) é preenchida com um material de enchimento (40) para formar uma camada de acoplamento de pressão elástica (41). Além disso, é descrito um dispositivo de detecção de pressão (1) para um dispositivo de medição (100) para medir um valor de estado de pressão de uma amostra de planta (P).",  A01G 7/00,Pressure detection device for a measurement device to measure a pressure state value of a plant sample and the manufacturing method of a pressure detection device,"{'Move', 'Break Down', 'Expand', 'Heat', 'Hold', 'Detect'}",,Detectar,Pressão,Deformação elástica,"O/a ""Detectar"" atua no/na Líquido para produzir um/uma Pressão de vapor.",dispositivo deteccao pressao dispositivo medicao medir pressao amostra planta metodo fabricacao dispositivo deteccao pressao,{'detectar'}
BR 10 2020 001478 1,23/01/2020,DISPOSITIVO APERFEIÇOADO PARA TRILHAR GRÃOS,A01F 7/06,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1548234&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Trata a presente solicitação de Patente de Invenção de um dispositivo destinado à trilha de produto agrícola. Dentre os produtos agrícolas que ele objetiva processar, destacam-se grãos em geral, mais particularmente amendoim e feijão, mas não se limitam a eles, podendo ser aplicado a outras culturas similares. A invenção compreende um cilindro (1) que possui zona de maior diâmetro (2) e zona de menor diâmetro (3), ditas zonas de maior ou menor diâmetro intermediadas por uma zona de transição (4); na zona de menor diâmetro (3) o trajeto helicoidal é contornado por componentes rígidos tipo escamas (6) que chegam até parte da zona de transição (4), onde se aplicam elementos flexíveis (7) que seguem toda a extensão da zona de maior diâmetro (2), completando o cilindro (1) ou rotor, sendo que os elementos flexíveis (7) podem estar arranjados de maneira consecutiva ou intercalada, de modo que o intervalo entre elementos flexíveis (7) seja intermediado por elementos substancialmente em U invertidos (7B).",  A01F 7/06 ;  A01D 45/22,Equipment prepared for large drilling,"{'Produce', 'Resist', 'Move', 'Break Down', 'Concentrate', 'Change Phase', 'Separate', 'Hold', 'Clean'}",,Separar,Grãos,Desprendimento mecânico,O/a Movimentar atua no/na Cabeçalho de equipamento agrícola para produzir um/uma Translação linear.,dispositivo aperfeicoar trilhar grao,{'juntar'}
